class,descriptor,description,type
EStateAtomType,minHaaNH,Minimum atom-type H E-State: :NH:,2D
EStateAtomType,minHsNH3p,Minimum atom-type H E-State: -NH3+,2D
EStateAtomType,minHssNH2p,Minimum atom-type H E-State: -NH2-+,2D
EStateAtomType,minHsssNHp,Minimum atom-type H E-State: >NH-+,2D
EStateAtomType,minHtCH,Minimum atom-type H E-State: #CH,2D
EStateAtomType,minHdCH2,Minimum atom-type H E-State: =CH2,2D
EStateAtomType,minHdsCH,Minimum atom-type H E-State: =CH-,2D
EStateAtomType,minHaaCH,Minimum atom-type H E-State: :CH:,2D
EStateAtomType,minHCHnX,Minimum atom-type H E-State: CHnX,2D
EStateAtomType,minHCsats,Minimum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb,2D
EStateAtomType,minHCsatu,Minimum atom-type H E-State: H on C sp3 bonded to unsaturated C,2D
EStateAtomType,minHAvin,Minimum atom-type H E-State: H on C vinyl bonded to C aromatic,2D
EStateAtomType,minHother,Minimum atom-type H E-State: H on aaCH, dCH2 or dsCH,2D
EStateAtomType,minHmisc,Minimum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb,2D
EStateAtomType,minsLi,Minimum atom-type E-State: -Li,2D
EStateAtomType,minssBe,Minimum atom-type E-State: -Be-,2D
EStateAtomType,minssssBem,Minimum atom-type E-State: >Be<-2,2D
EStateAtomType,minsBH2,Minimum atom-type E-State: -BH2,2D
EStateAtomType,minssBH,Minimum atom-type E-State: -BH-,2D
EStateAtomType,minsssB,Minimum atom-type E-State: -B<,2D
EStateAtomType,minssssBm,Minimum atom-type E-State: >B<-,2D
EStateAtomType,minsCH3,Minimum atom-type E-State: -CH3,2D
EStateAtomType,mindCH2,Minimum atom-type E-State: =CH2,2D
EStateAtomType,minssCH2,Minimum atom-type E-State: -CH2-,2D
EStateAtomType,mintCH,Minimum atom-type E-State: #CH,2D
EStateAtomType,mindsCH,Minimum atom-type E-State: =CH-,2D
EStateAtomType,minaaCH,Minimum atom-type E-State: :CH:,2D
EStateAtomType,minsssCH,Minimum atom-type E-State: >CH-,2D
EStateAtomType,minddC,Minimum atom-type E-State: =C=,2D
EStateAtomType,mintsC,Minimum atom-type E-State: #C-,2D
EStateAtomType,mindssC,Minimum atom-type E-State: =C<,2D
EStateAtomType,minaasC,Minimum atom-type E-State: :C:-,2D
EStateAtomType,minaaaC,Minimum atom-type E-State: ::C:,2D
EStateAtomType,minssssC,Minimum atom-type E-State: >C<,2D
EStateAtomType,minsNH3p,Minimum atom-type E-State: -NH3+,2D
EStateAtomType,minsNH2,Minimum atom-type E-State: -NH2,2D
EStateAtomType,minssNH2p,Minimum atom-type E-State: -NH2-+,2D
EStateAtomType,mindNH,Minimum atom-type E-State: =NH,2D
EStateAtomType,minssNH,Minimum atom-type E-State: -NH-,2D
EStateAtomType,minaaNH,Minimum atom-type E-State: :NH:,2D
EStateAtomType,mintN,Minimum atom-type E-State: #N,2D
EStateAtomType,minsssNHp,Minimum atom-type E-State: >NH-+,2D
EStateAtomType,mindsN,Minimum atom-type E-State: =N-,2D
EStateAtomType,minaaN,Minimum atom-type E-State: :N:,2D
EStateAtomType,minsssN,Minimum atom-type E-State: >N-,2D
EStateAtomType,minddsN,Minimum atom-type E-State: -N<<,2D
EStateAtomType,minaasN,Minimum atom-type E-State: :N:-,2D
EStateAtomType,minssssNp,Minimum atom-type E-State: >N<+,2D
EStateAtomType,minsOH,Minimum atom-type E-State: -OH,2D
EStateAtomType,mindO,Minimum atom-type E-State: =O,2D
EStateAtomType,minssO,Minimum atom-type E-State: -O-,2D
EStateAtomType,minaaO,Minimum atom-type E-State: :O:,2D
EStateAtomType,minaOm,Minimum atom-type E-State: :O-0.5,2D
EStateAtomType,minsOm,Minimum atom-type E-State: -O-,2D
EStateAtomType,minsF,Minimum atom-type E-State: -F,2D
EStateAtomType,minsSiH3,Minimum atom-type E-State: -SiH3,2D
EStateAtomType,minssSiH2,Minimum atom-type E-State: -SiH2-,2D
EStateAtomType,minsssSiH,Minimum atom-type E-State: >SiH-,2D
EStateAtomType,minssssSi,Minimum atom-type E-State: >Si<,2D
EStateAtomType,minsPH2,Minimum atom-type E-State: -PH2,2D
EStateAtomType,minssPH,Minimum atom-type E-State: -PH-,2D
EStateAtomType,minsssP,Minimum atom-type E-State: >P-,2D
EStateAtomType,mindsssP,Minimum atom-type E-State: ->P=,2D
EStateAtomType,minddsP,Minimum atom-type E-State: -=P=,2D
EStateAtomType,minsssssP,Minimum atom-type E-State: ->P<,2D
EStateAtomType,minsSH,Minimum atom-type E-State: -SH,2D
EStateAtomType,mindS,Minimum atom-type E-State: =S,2D
EStateAtomType,minssS,Minimum atom-type E-State: -S-,2D
EStateAtomType,minaaS,Minimum atom-type E-State: aSa,2D
EStateAtomType,mindssS,Minimum atom-type E-State: >S=,2D
EStateAtomType,minddssS,Minimum atom-type E-State: >S==,2D
EStateAtomType,minssssssS,Minimum atom-type E-State: >S<<,2D
EStateAtomType,minSm,Minimum atom-type E-State: -S-,2D
EStateAtomType,minsCl,Minimum atom-type E-State: -Cl,2D
EStateAtomType,minsGeH3,Minimum atom-type E-State: -GeH3,2D
EStateAtomType,minssGeH2,Minimum atom-type E-State: -GeH2-,2D
EStateAtomType,minsssGeH,Minimum atom-type E-State: >GeH-,2D
EStateAtomType,minssssGe,Minimum atom-type E-State: >Ge<,2D
EStateAtomType,minsAsH2,Minimum atom-type E-State: -AsH2,2D
EStateAtomType,minssAsH,Minimum atom-type E-State: -AsH-,2D
EStateAtomType,minsssAs,Minimum atom-type E-State: >As-,2D
EStateAtomType,mindsssAs,Minimum atom-type E-State: ->As=,2D
EStateAtomType,minddsAs,Minimum atom-type E-State: -=As=,2D
EStateAtomType,minsssssAs,Minimum atom-type E-State: ->As<,2D
EStateAtomType,minsSeH,Minimum atom-type E-State: -SeH,2D
EStateAtomType,mindSe,Minimum atom-type E-State: =Se,2D
EStateAtomType,minssSe,Minimum atom-type E-State: -Se-,2D
EStateAtomType,minaaSe,Minimum atom-type E-State: aSea,2D
EStateAtomType,mindssSe,Minimum atom-type E-State: >Se=,2D
EStateAtomType,minssssssSe,Minimum atom-type E-State: >Se<<,2D
EStateAtomType,minddssSe,Minimum atom-type E-State: -=Se=-,2D
EStateAtomType,minsBr,Minimum atom-type E-State: -Br,2D
EStateAtomType,minsSnH3,Minimum atom-type E-State: -SnH3,2D
EStateAtomType,minssSnH2,Minimum atom-type E-State: -SnH2-,2D
EStateAtomType,minsssSnH,Minimum atom-type E-State: >SnH-,2D
EStateAtomType,minssssSn,Minimum atom-type E-State: >Sn<,2D
EStateAtomType,minsI,Minimum atom-type E-State: -I,2D
EStateAtomType,minsPbH3,Minimum atom-type E-State: -PbH3,2D
EStateAtomType,minssPbH2,Minimum atom-type E-State: -PbH2-,2D
EStateAtomType,minsssPbH,Minimum atom-type E-State: >PbH-,2D
EStateAtomType,minssssPb,Minimum atom-type E-State: >Pb<,2D
EStateAtomType,maxHBd,Maximum E-States for (strong) Hydrogen Bond donors,2D
EStateAtomType,maxwHBd,Maximum E-States for weak Hydrogen Bond donors,2D
EStateAtomType,maxHBa,Maximum E-States for (strong) Hydrogen Bond acceptors,2D
EStateAtomType,maxwHBa,Maximum E-States for weak Hydrogen Bond acceptors,2D
EStateAtomType,maxHBint2,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 2,2D
EStateAtomType,maxHBint3,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 3,2D
EStateAtomType,maxHBint4,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 4,2D
EStateAtomType,maxHBint5,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 5,2D
EStateAtomType,maxHBint6,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 6,2D
EStateAtomType,maxHBint7,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 7,2D
EStateAtomType,maxHBint8,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 8,2D
EStateAtomType,maxHBint9,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 9,2D
EStateAtomType,maxHBint10,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 10,2D
EStateAtomType,maxHsOH,Maximum atom-type H E-State: -OH,2D
EStateAtomType,maxHdNH,Maximum atom-type H E-State: =NH,2D
EStateAtomType,maxHsSH,Maximum atom-type H E-State: -SH,2D
EStateAtomType,maxHsNH2,Maximum atom-type H E-State: -NH2,2D
EStateAtomType,maxHssNH,Maximum atom-type H E-State: -NH-,2D
EStateAtomType,maxHaaNH,Maximum atom-type H E-State: :NH:,2D
EStateAtomType,maxHsNH3p,Maximum atom-type H E-State: -NH3+,2D
EStateAtomType,maxHssNH2p,Maximum atom-type H E-State: -NH2-+,2D
EStateAtomType,maxHsssNHp,Maximum atom-type H E-State: >NH-+,2D
EStateAtomType,maxHtCH,Maximum atom-type H E-State: #CH,2D
EStateAtomType,maxHdCH2,Maximum atom-type H E-State: =CH2,2D
EStateAtomType,maxHdsCH,Maximum atom-type H E-State: =CH-,2D
EStateAtomType,maxHaaCH,Maximum atom-type H E-State: :CH:,2D
EStateAtomType,maxHCHnX,Maximum atom-type H E-State: CHnX,2D
EStateAtomType,maxHCsats,Maximum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb,2D
EStateAtomType,maxHCsatu,Maximum atom-type H E-State: H on C sp3 bonded to unsaturated C,2D
EStateAtomType,maxHAvin,Maximum atom-type H E-State: H on C vinyl bonded to C aromatic,2D
EStateAtomType,maxHother,Maximum atom-type H E-State: H on aaCH, dCH2 or dsCH,2D
EStateAtomType,maxHmisc,Maximum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb,2D
EStateAtomType,maxsLi,Maximum atom-type E-State: -Li,2D
EStateAtomType,maxssBe,Maximum atom-type E-State: -Be-,2D
EStateAtomType,maxssssBem,Maximum atom-type E-State: >Be<-2,2D
EStateAtomType,maxsBH2,Maximum atom-type E-State: -BH2,2D
EStateAtomType,maxssBH,Maximum atom-type E-State: -BH-,2D
EStateAtomType,maxsssB,Maximum atom-type E-State: -B<,2D
EStateAtomType,maxssssBm,Maximum atom-type E-State: >B<-,2D
EStateAtomType,maxsCH3,Maximum atom-type E-State: -CH3,2D
EStateAtomType,maxdCH2,Maximum atom-type E-State: =CH2,2D
EStateAtomType,maxssCH2,Maximum atom-type E-State: -CH2-,2D
EStateAtomType,maxtCH,Maximum atom-type E-State: #CH,2D
EStateAtomType,maxdsCH,Maximum atom-type E-State: =CH-,2D
EStateAtomType,maxaaCH,Maximum atom-type E-State: :CH:,2D
EStateAtomType,maxsssCH,Maximum atom-type E-State: >CH-,2D
EStateAtomType,maxddC,Maximum atom-type E-State: =C=,2D
EStateAtomType,maxtsC,Maximum atom-type E-State: #C-,2D
EStateAtomType,maxdssC,Maximum atom-type E-State: =C<,2D
EStateAtomType,maxaasC,Maximum atom-type E-State: :C:-,2D
EStateAtomType,maxaaaC,Maximum atom-type E-State: ::C:,2D
EStateAtomType,maxssssC,Maximum atom-type E-State: >C<,2D
EStateAtomType,maxsNH3p,Maximum atom-type E-State: -NH3+,2D
EStateAtomType,maxsNH2,Maximum atom-type E-State: -NH2,2D
EStateAtomType,maxssNH2p,Maximum atom-type E-State: -NH2-+,2D
EStateAtomType,maxdNH,Maximum atom-type E-State: =NH,2D
EStateAtomType,maxssNH,Maximum atom-type E-State: -NH-,2D
EStateAtomType,maxaaNH,Maximum atom-type E-State: :NH:,2D
EStateAtomType,maxtN,Maximum atom-type E-State: #N,2D
EStateAtomType,maxsssNHp,Maximum atom-type E-State: >NH-+,2D
EStateAtomType,maxdsN,Maximum atom-type E-State: =N-,2D
EStateAtomType,maxaaN,Maximum atom-type E-State: :N:,2D
EStateAtomType,maxsssN,Maximum atom-type E-State: >N-,2D
EStateAtomType,maxddsN,Maximum atom-type E-State: -N<<,2D
EStateAtomType,maxaasN,Maximum atom-type E-State: :N:-,2D
EStateAtomType,maxssssNp,Maximum atom-type E-State: >N<+,2D
EStateAtomType,maxsOH,Maximum atom-type E-State: -OH,2D
EStateAtomType,maxdO,Maximum atom-type E-State: =O,2D
EStateAtomType,maxssO,Maximum atom-type E-State: -O-,2D
EStateAtomType,maxaaO,Maximum atom-type E-State: :O:,2D
EStateAtomType,maxaOm,Maximum atom-type E-State: :O-0.5,2D
EStateAtomType,maxsOm,Maximum atom-type E-State: -O-,2D
EStateAtomType,maxsF,Maximum atom-type E-State: -F,2D
EStateAtomType,maxsSiH3,Maximum atom-type E-State: -SiH3,2D
EStateAtomType,maxssSiH2,Maximum atom-type E-State: -SiH2-,2D
EStateAtomType,maxsssSiH,Maximum atom-type E-State: >SiH-,2D
EStateAtomType,maxssssSi,Maximum atom-type E-State: >Si<,2D
EStateAtomType,maxsPH2,Maximum atom-type E-State: -PH2,2D
EStateAtomType,maxssPH,Maximum atom-type E-State: -PH-,2D
EStateAtomType,maxsssP,Maximum atom-type E-State: >P-,2D
EStateAtomType,maxdsssP,Maximum atom-type E-State: ->P=,2D
EStateAtomType,maxddsP,Maximum atom-type E-State: -=P=,2D
EStateAtomType,maxsssssP,Maximum atom-type E-State: ->P<,2D
EStateAtomType,maxsSH,Maximum atom-type E-State: -SH,2D
EStateAtomType,maxdS,Maximum atom-type E-State: =S,2D
EStateAtomType,maxssS,Maximum atom-type E-State: -S-,2D
EStateAtomType,maxaaS,Maximum atom-type E-State: aSa,2D
EStateAtomType,maxdssS,Maximum atom-type E-State: >S=,2D
EStateAtomType,maxddssS,Maximum atom-type E-State: >S==,2D
EStateAtomType,maxssssssS,Maximum atom-type E-State: >S<<,2D
EStateAtomType,maxSm,Maximum atom-type E-State: -S-,2D
EStateAtomType,maxsCl,Maximum atom-type E-State: -Cl,2D
EStateAtomType,maxsGeH3,Maximum atom-type E-State: -GeH3,2D
EStateAtomType,maxssGeH2,Maximum atom-type E-State: -GeH2-,2D
EStateAtomType,maxsssGeH,Maximum atom-type E-State: >GeH-,2D
EStateAtomType,maxssssGe,Maximum atom-type E-State: >Ge<,2D
EStateAtomType,maxsAsH2,Maximum atom-type E-State: -AsH2,2D
EStateAtomType,maxssAsH,Maximum atom-type E-State: -AsH-,2D
EStateAtomType,maxsssAs,Maximum atom-type E-State: >As-,2D
EStateAtomType,maxdsssAs,Maximum atom-type E-State: ->As=,2D
EStateAtomType,maxddsAs,Maximum atom-type E-State: -=As=,2D
EStateAtomType,maxsssssAs,Maximum atom-type E-State: ->As<,2D
EStateAtomType,maxsSeH,Maximum atom-type E-State: -SeH,2D
EStateAtomType,maxdSe,Maximum atom-type E-State: =Se,2D
EStateAtomType,maxssSe,Maximum atom-type E-State: -Se-,2D
EStateAtomType,maxaaSe,Maximum atom-type E-State: aSea,2D
EStateAtomType,maxdssSe,Maximum atom-type E-State: >Se=,2D
EStateAtomType,maxssssssSe,Maximum atom-type E-State: >Se<<,2D
EStateAtomType,maxddssSe,Maximum atom-type E-State: -=Se=-,2D
EStateAtomType,maxsBr,Maximum atom-type E-State: -Br,2D
EStateAtomType,maxsSnH3,Maximum atom-type E-State: -SnH3,2D
EStateAtomType,maxssSnH2,Maximum atom-type E-State: -SnH2-,2D
EStateAtomType,maxsssSnH,Maximum atom-type E-State: >SnH-,2D
EStateAtomType,maxssssSn,Maximum atom-type E-State: >Sn<,2D
EStateAtomType,maxsI,Maximum atom-type E-State: -I,2D
EStateAtomType,maxsPbH3,Maximum atom-type E-State: -PbH3,2D
EStateAtomType,maxssPbH2,Maximum atom-type E-State: -PbH2-,2D
EStateAtomType,maxsssPbH,Maximum atom-type E-State: >PbH-,2D
EStateAtomType,maxssssPb,Maximum atom-type E-State: >Pb<,2D
EStateAtomType,sumI,Sum of the intrinsic state values I,2D
EStateAtomType,meanI,Mean intrinsic state values I,2D
EStateAtomType,hmax,Maximum H E-State,2D
EStateAtomType,gmax,Maximum E-State,2D
EStateAtomType,hmin,Minimum H E-State,2D
EStateAtomType,gmin,Minimum E-State,2D
EStateAtomType,LipoaffinityIndex,Lipoaffinity index,2D
EStateAtomType,MAXDN,Maximum negative intrinsic state difference in the molecule (related to the nucleophilicity of the molecule). Using deltaV = (Zv-maxBondedHydrogens) /(atomicNumber-Zv-1). Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.,2D
EStateAtomType,MAXDP,Maximum positive intrinsic state difference in the molecule (related to the electrophilicity of the molecule).  Using deltaV = (Zv-maxBondedHydrogens) /(atomicNumber-Zv-1). Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.,2D
EStateAtomType,DELS,Sum of all atoms intrinsic state differences (measure of total charge transfer in the molecule).  Using deltaV = (Zv-maxBondedHydrogens) /(atomicNumber-Zv-1). Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.,2D
EStateAtomType,MAXDN2,Maximum negative intrinsic state difference in the molecule (related to the nucleophilicity of the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.,2D
EStateAtomType,MAXDP2,Maximum positive intrinsic state difference in the molecule (related to the electrophilicity of the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.,2D
EStateAtomType,DELS2,Sum of all atoms intrinsic state differences (measure of total charge transfer in the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.,2D
ExtendedTopochemicalAtom,ETA_Alpha,Sum of alpha values of all non-hydrogen vertices of a molecule,2D
ExtendedTopochemicalAtom,ETA_AlphaP,Sum of alpha values of all non-hydrogen vertices of a molecule relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_dAlpha_A,A measure of count of non-hydrogen heteroatoms,2D
ExtendedTopochemicalAtom,ETA_dAlpha_B,A measure of count of hydrogen bond acceptor atoms and/or polar surface area,2D
ExtendedTopochemicalAtom,ETA_Epsilon_1,A measure of electronegative atom count,2D
ExtendedTopochemicalAtom,ETA_Epsilon_2,A measure of electronegative atom count,2D
ExtendedTopochemicalAtom,ETA_Epsilon_3,A measure of electronegative atom count,2D
ExtendedTopochemicalAtom,ETA_Epsilon_4,A measure of electronegative atom count,2D
ExtendedTopochemicalAtom,ETA_Epsilon_5,A measure of electronegative atom count,2D
ExtendedTopochemicalAtom,ETA_dEpsilon_A,A measure of contribution of unsaturation and electronegative atom count,2D
ExtendedTopochemicalAtom,ETA_dEpsilon_B,A measure of contribution of unsaturation,2D
ExtendedTopochemicalAtom,ETA_dEpsilon_C,A measure of contribution of electronegativity,2D
ExtendedTopochemicalAtom,ETA_dEpsilon_D,A measure of contribution of hydrogen bond donor atoms,2D
ExtendedTopochemicalAtom,ETA_Psi_1,A measure of hydrogen bonding propensity of the molecules and/or polar surface area,2D
ExtendedTopochemicalAtom,ETA_dPsi_A,A measure of hydrogen bonding propensity of the molecules,2D
ExtendedTopochemicalAtom,ETA_dPsi_B,A measure of hydrogen bonding propensity of the molecules,2D
ExtendedTopochemicalAtom,ETA_Shape_P,Shape index P,2D
ExtendedTopochemicalAtom,ETA_Shape_Y,Shape index Y,2D
ExtendedTopochemicalAtom,ETA_Shape_X,Shape index X,2D
ExtendedTopochemicalAtom,ETA_Beta,A measure of electronic features of the molecule,2D
ExtendedTopochemicalAtom,ETA_BetaP,A measure of electronic features of the molecule relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Beta_s,A measure of electronegative atom count of the molecule,2D
ExtendedTopochemicalAtom,ETA_BetaP_s,A measure of electronegative atom count of the molecule relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Beta_ns,A measure of electron-richness of the molecule,2D
ExtendedTopochemicalAtom,ETA_BetaP_ns,A measure of electron-richness of the molecule relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_dBeta,A measure of relative unsaturation content,2D
ExtendedTopochemicalAtom,ETA_dBetaP,A measure of relative unsaturation content relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Beta_ns_d,A measure of lone electrons entering into resonance,2D
ExtendedTopochemicalAtom,ETA_BetaP_ns_d,A measure of lone electrons entering into resonance relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Eta,Composite index Eta,2D
ExtendedTopochemicalAtom,ETA_EtaP,Composite index Eta relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Eta_R,Composite index Eta for reference alkane,2D
ExtendedTopochemicalAtom,ETA_Eta_F,Functionality index EtaF,2D
ExtendedTopochemicalAtom,ETA_EtaP_F,Functionality index EtaF relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Eta_L,Local index Eta_local,2D
ExtendedTopochemicalAtom,ETA_EtaP_L,Local index Eta_local relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Eta_R_L,Local index Eta_local for reference alkane,2D
ExtendedTopochemicalAtom,ETA_Eta_F_L,Local functionality contribution EtaF_local,2D
ExtendedTopochemicalAtom,ETA_EtaP_F_L,Local functionality contribution EtaF_local relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Eta_B,Branching index EtaB,2D
ExtendedTopochemicalAtom,ETA_EtaP_B,Branching index EtaB relative to molecular size,2D
ExtendedTopochemicalAtom,ETA_Eta_B_RC,Branching index EtaB (with ring correction),2D
ExtendedTopochemicalAtom,ETA_EtaP_B_RC,Branching index EtaB (with ring correction) relative to molecular size,2D
FMF,FMF,Complexity of a molecule,2D
FragmentComplexity,fragC,Complexity of a system,2D
HBondAcceptorCount,nHBAcc,Number of hydrogen bond acceptors (using CDK HBondAcceptorCountDescriptor algorithm),2D
HBondAcceptorCount,nHBAcc2,Number of hydrogen bond acceptors (any oxygen; any nitrogen where the formal charge of the nitrogen is non-positive (i.e. formal charge <= 0) except a non-aromatic nitrogen that is adjacent to an oxygen and aromatic ring, or an aromatic nitrogen with a hydrogen atom in a ring, or an aromatic nitrogen with 3 neighouring atoms in a ring, or a nitrogen with total bond order >=4; any fluorine),2D
HBondAcceptorCount,nHBAcc3,Number of hydrogen bond acceptors (any oxygen; any nitrogen where the formal charge of the nitrogen is non-positive (i.e. formal charge <= 0) except a non-aromatic nitrogen that is adjacent to an oxygen and aromatic ring, or an aromatic nitrogen with a hydrogen atom in a ring, or an aromatic nitrogen with 3 neighouring atoms in a ring, or a nitrogen with total bond order >=4, or a nitrogen in an amide bond; any fluorine),2D
HBondAcceptorCount,nHBAcc_Lipinski,Number of hydrogen bond acceptors (using Lipinski's definition: any nitrogen; any oxygen),2D
HBondDonorCount,nHBDon,Number of hydrogen bond donors (using CDK HBondDonorCountDescriptor algorithm),2D
HBondDonorCount,nHBDon_Lipinski,Number of hydrogen bond donors (using Lipinski's definition: Any OH or NH. Each available hydrogen atom is counted as one hydrogen bond donor),2D
HybridizationRatio,HybRatio,Fraction of sp3 carbons to sp2 carbons,2D
InformationContent,IC0,Information content index (neighborhood symmetry of 0-order),2D
InformationContent,IC1,Information content index (neighborhood symmetry of 1-order),2D
InformationContent,IC2,Information content index (neighborhood symmetry of 2-order),2D
InformationContent,IC3,Information content index (neighborhood symmetry of 3-order),2D
InformationContent,IC4,Information content index (neighborhood symmetry of 4-order),2D
InformationContent,IC5,Information content index (neighborhood symmetry of 5-order),2D
InformationContent,TIC0,Total information content index (neighborhood symmetry of 0-order),2D
InformationContent,TIC1,Total information content index (neighborhood symmetry of 1-order),2D
InformationContent,TIC2,Total information content index (neighborhood symmetry of 2-order),2D
InformationContent,TIC3,Total information content index (neighborhood symmetry of 3-order),2D
InformationContent,TIC4,Total information content index (neighborhood symmetry of 4-order),2D
InformationContent,TIC5,Total information content index (neighborhood symmetry of 5-order),2D
InformationContent,SIC0,Structural information content index (neighborhood symmetry of 0-order),2D
InformationContent,SIC1,Structural information content index (neighborhood symmetry of 1-order),2D
InformationContent,SIC2,Structural information content index (neighborhood symmetry of 2-order),2D
InformationContent,SIC3,Structural information content index (neighborhood symmetry of 3-order),2D
InformationContent,SIC4,Structural information content index (neighborhood symmetry of 4-order),2D
InformationContent,SIC5,Structural information content index (neighborhood symmetry of 5-order),2D
InformationContent,CIC0,Complementary information content index (neighborhood symmetry of 0-order),2D
InformationContent,CIC1,Complementary information content index (neighborhood symmetry of 1-order),2D
InformationContent,CIC2,Complementary information content index (neighborhood symmetry of 2-order),2D
InformationContent,CIC3,Complementary information content index (neighborhood symmetry of 3-order),2D
InformationContent,CIC4,Complementary information content index (neighborhood symmetry of 4-order),2D
InformationContent,CIC5,Complementary information content index (neighborhood symmetry of 5-order),2D
InformationContent,BIC0,Bond information content index (neighborhood symmetry of 0-order),2D
InformationContent,BIC1,Bond information content index (neighborhood symmetry of 1-order),2D
InformationContent,BIC2,Bond information content index (neighborhood symmetry of 2-order),2D
InformationContent,BIC3,Bond information content index (neighborhood symmetry of 3-order),2D
InformationContent,BIC4,Bond information content index (neighborhood symmetry of 4-order),2D
InformationContent,BIC5,Bond information content index (neighborhood symmetry of 5-order),2D
InformationContent,MIC0,Modified information content index (neighborhood symmetry of 0-order),2D
InformationContent,MIC1,Modified information content index (neighborhood symmetry of 1-order),2D
InformationContent,MIC2,Modified information content index (neighborhood symmetry of 2-order),2D
InformationContent,MIC3,Modified information content index (neighborhood symmetry of 3-order),2D
InformationContent,MIC4,Modified information content index (neighborhood symmetry of 4-order),2D
InformationContent,MIC5,Modified information content index (neighborhood symmetry of 5-order),2D
InformationContent,ZMIC0,Z-modified information content index (neighborhood symmetry of 0-order),2D
InformationContent,ZMIC1,Z-modified information content index (neighborhood symmetry of 1-order),2D
InformationContent,ZMIC2,Z-modified information content index (neighborhood symmetry of 2-order),2D
InformationContent,ZMIC3,Z-modified information content index (neighborhood symmetry of 3-order),2D
InformationContent,ZMIC4,Z-modified information content index (neighborhood symmetry of 4-order),2D
InformationContent,ZMIC5,Z-modified information content index (neighborhood symmetry of 5-order),2D
KappaShapeIndices,Kier1,First kappa shape index ,2D
KappaShapeIndices,Kier2,Second kappa shape index ,2D
KappaShapeIndices,Kier3,Third kappa (κ) shape index ,2D
LargestChain,nAtomLC,Number of atoms in the largest chain,2D
LargestPiSystem,nAtomP,Number of atoms in the largest pi system,2D
LongestAliphaticChain,nAtomLAC,Number of atoms in the longest aliphatic chain,2D
MannholdLogP,MLogP,Mannhold LogP,2D
McGowanVolume,McGowan_Volume,McGowan characteristic volume,2D
MDE,MDEC-11,Molecular distance edge between all primary carbons,2D
MDE,MDEC-12,Molecular distance edge between all primary and secondary carbons,2D
MDE,MDEC-13,Molecular distance edge between all primary and tertiary carbons,2D
MDE,MDEC-14,Molecular distance edge between all primary and quaternary carbons ,2D
MDE,MDEC-22,Molecular distance edge between all secondary carbons ,2D
MDE,MDEC-23,Molecular distance edge between all secondary and tertiary carbons,2D
MDE,MDEC-24,Molecular distance edge between all secondary and quaternary carbons ,2D
MDE,MDEC-33,Molecular distance edge between all tertiary carbons,2D
MDE,MDEC-34,Molecular distance edge between all tertiary and quaternary carbons ,2D
MDE,MDEC-44,Molecular distance edge between all quaternary carbons ,2D
MDE,MDEO-11,Molecular distance edge between all primary oxygens ,2D
MDE,MDEO-12,Molecular distance edge between all primary and secondary oxygens ,2D
